"Title","DLL Identifier (Work)","DLL Identifier (Author)"
"ars grammatica i","W2037","A5426"
"excerpta de comoedia","W2033","A5426"
"ars grammatica ii","W2078","A5426"
"ars grammatica iii","W2083","A5426"
"ars grammatica iv","W2058","A5426"
"epistula ad lucium munatium","W2061","A5426"
"vita terentii","W2081","A5426"
"vita vergilii","W2084","A5426"
"de figuris sententiarum et elocutionis liber","W2485","A5467"
"conflictus cum serapione","W2526","A5481"
"expositiunculae in euangelium iohannis euangelistae, matthaei, et lucae","W2527","A5481"
"liber ad gregoriam in palatio constitutam","W2552","A5481"
"praedestinatus","W2533","A5481"
"commentarii in psalmos","W2523","A5481"
"commentarius in pauli epistulam ad romanos","W3650","A5448"
"commentarius in pauli epistulas ad galatas, ad ephesios, ad philippenses, ad colossenses, ad thessalonicenses, ad timotheum, ad titium, ad philemonem","W3654","A5448"
"in leontium episcopum redditum burdegalensi ecclesiae acrostichis","W3652","A5436"
"quaestiones veteris et novi testamenti","W3680","A5448"
"enchiridion veteris et novi testamenti","W3668","A5436"
"aegyptius deum martini invocans. tempestatis periculum effugit","W3691","A5436"
"rerum gestarum libri qui supersunt","W3912","A5452"
"de deo socratis","W4045","A5463"
"de platone et eius dogmate","W4032","A5463"
"anechomenos","W4060","A5463"
"de deo socratis, praef. (dub.)","W4049","A5463"
"de mundo","W4055","A5463"
"fragmenta","W4088","A5463"
"metamorphoses","W4047","A5463"
"peri hermeneias (de interpretatione)","W4053","A5463"
"carmina","W4085","A5463"
"florida","W4083","A5463"
"praefatio commentarii in vergilii eclogas deperditi","W5031","A5426"
"epistola ejusdem ad vigilium","W5097","A5471"
"historia apostolica","W5099","A5471"
"itinerarium","W5218","A5472"
"apologia","W4035","A5463"
"officium de festo corporis christi","W94","A4997"
"in threnos hieremiae","W122","A4997"
"principium biblicum","W93","A4997"
"in ii sententiarum","W123","A4997"
"scriptores historiae augustae","W3907","A2990"
"scriptores historiae augustae","W3907","A3016"
"scriptores historiae augustae","W3907","A3038"
"scriptores historiae augustae","W3907","A5695"
"scriptores historiae augustae","W3907","A3091"
"scriptores historiae augustae","W3907","A3117"
"moriae encomium","W1314","A4743"
"expositio veteris ac novi testamenti","W1439","A5433"
"de ecclesiasticis dogmatibus","W4046","A5220"
"fragmentum","W1370","A5249"
"epistolae et decreta","W2423","A5292"
"epistolae et decreta","W4489","A5282"
"epistola 'de octo vitiis'","W3589","A5295"
"idyllia (dub.)","W707","A5314"
"privilegium abbatiae cantuariensis","W211","A5364"
"historia de excidio hierosolymitanae urbis anacephalaeosis (dub.)","W547","A5347"
"charta renuntiationis","W4101","A5449"
"epistola de monacho energumeno (dub.)","W5238","A5347"
"de xlii mansionibus filiorum israel tractatus (dub.)","W549","A5347"
"epistola de fide ad beatum hieronymum (dub.)","W605","A5347"
"hymnus","W863","A5377"
"novus aesopus","W568","A4384"
"aldae comoedia","W10653","A4844"
"de coniuratione stephani porcarii carmen","W10649","A3205"
"liber senecae","W10636","A4655"
"fabula de psyche et cupidine","W10632","A5463"
"pretiosa margarita novella: de thesauro, ac pretiosissimo philosophorum lapide","W4885","A5631"
"summa theologica, summa","W5219","A4997"
"analogia","W4414","A4644"
"regulae","W2815","A3897"
"calendarium antiquum","W4921","A4898"
"de regibus","W662","A5005"
"de constantia sapientis","W1602","A4655"
"chronicon","W334","A4346"
"apocalypsis iohannis","W853","A5096"
"actus apostolorum","W886","A5096"
"zaccharias","W901","A5096"
"aggeus","W931","A5096"
"sofonias","W921","A5096"
"abacuc","W913","A5096"
"naum","W947","A5096"
"micha","W906","A5096"
"iohel","W953","A5096"
"danihel","W937","A5096"
"hiezechiel","W927","A5096"
"threni","W958","A5096"
"sirach, ecclesiasticus","W930","A5096"
"sapientia","W920","A5096"
"libri salomonis, proverbia","W905","A5096"
"psalmi","W933","A5096"
"hester","W914","A5096"
"verba nehemiae, ezras","W936","A5096"
"ezras","W926","A5096"
"verba dierum, liber ii chronicorum","W916","A5096"
"verba dierum, liber i chronicorum","W956","A5096"
"liber malachim","W938","A5096"
"ii samuhel","W929","A5096"
"i samuhel","W919","A5096"
"iudicum","W944","A5096"
"malachi","W5249","A5096"
"liber malachim","W5250","A5096"
"novum testamentum","W855","A5096"
"vetus testamentum","W887","A5096"
"oratio","W1603","A3460"
"orationes","W4071","A3527"
"carmina","W2840","A3536"
"comoedia","W1954","A3584"
"grammatica","W1745","A3519"
"oratio","W1478","A3556"
"oratio","W1389","A3420"
"orationes","W518","A3652"
"iurisprudentia, fragmenta","W403","A4593"
"carmen","W232","A3625"
"grammatica","W2327","A3410"
"oratio","W2324","A3611"
"mimi","W5197","A4630"
"fr. in fragmentis vaticanis","W5040","A3598"
"grammatica","W4936","A3559"
"oratio","W4483","A3623"
"orationes","W4203","A3635"
"orationes","W3937","A3607"
"carmina","W3436","A3622"
"epigramma","W3292","A3573"
"carmina","W3256","A3588"
"orationes","W2915","A3615"
"orationes","W2931","A3591"
"orationes","W2880","A3571"
"orationes","W2812","A3524"
"oratio","W2758","A3586"
"ilias","W2761","A3451"
"oratio","W2353","A3599"
"orationes","W2072","A3475"
"iurisprudentia","W2070","A3664"
"orationes","W1968","A3580"
"orationes","W1857","A3577"
"carmina","W1804","A3592"
"oratio","W1601","A3542"
"carmina","W1537","A3547"
"commentarii","W1496","A3533"
"carmen","W1387","A4322"
"oratio","W776","A3644"
"epigrammation","W755","A3525"
"carmina","W654","A3650"
"orationes","W473","A3417"
"orationes","W397","A3464"
"tragoediae","W347","A3656"
"carmina","W343","A3656"
"orationes","W209","A3610"
"orationes","W157","A3563"
"grammatica","W5237","A3575"
"mimus","W5364","A3543"
"iurisprudentia, fragmenta","W3601","A3595"
"oratio","W4322","A3457"
"iurisprudentia, fragmenta","W4431","A3613"
"historiae","W5184","A3596"
"orationes","W5183","A3616"
"carmina","W4335","A3587"
"de littera","W4274","A4777"
"praecepta","W4155","A3597"
"oratio","W3921","A3442"
"oratio","W3916","A3468"
"oratio","W3768","A3608"
"de re rustica","W3788","A3572"
"orationes","W3738","A3589"
"carmen","W3500","A3566"
"annales","W3469","A3621"
"grammatica","W3481","A3566"
"tragoediae","W3290","A3529"
"oratio","W3278","A3601"
"oratio","W3276","A3560"
"palliatae","W3232","A3570"
"orationes","W3237","A3624"
"historiae","W2452","A3594"
"historiae","W2426","A3609"
"institut., frr. aeg. et oxyrh.","W2283","A3454"
"carmina","W1858","A3581"
"fragmentum","W1777","A3590"
"oratio","W1666","A3606"
"iurisprudentia et al.","W1436","A3574"
"oratio","W1440","A3578"
"oratio","W1425","A3445"
"oratio","W1332","A3600"
"carmina, fragmentum","W1252","A3569"
"iurisprudentia","W1104","A3568"
"iurisprudentia","W663","A3579"
"oratio","W644","A3539"
"carmen","W356","A3567"
"orationes","W335","A3593"
"iurisprudentia, fragmenta","W333","A3602"
"oratio","W271","A3576"
"oratio","W310","A5635"
"iurisprudentia, fragmenta","W177","A3604"
"oratio","W129","A3620"
"digesta iustiniani, pandectae","W3993","A5173"
"bellum hispaniense","W4371","A4644"
"versus fortasse enniani","W1722","A3519"
"versus fortasse luciliani","W3411","A4618"
"de physica","W4233","A3493"
"epitoma festi","W1925","A4966"
"trismegistus, hermetis trismegisti de natura deorum ad asclepium allocuta apuleio madaurensi platonico interprete","W4931","A5463"
"ranarum et murium pugna, e graeco versa","W3132","A3809"
"de materia, forma et potestate ciuitatis ecclesiasticae et ciuilis","W130","A4195"
"de tribus tabernaculis","W3039","A4319"
"in orationem dominicam uidelicet 'pater noster' expositio","W9","A4997"
"quaestiones quodlibetales i–xi","W76","A4997"
"vita hludowici imperatoris","W2003","A4679"
"ethica","W2789","A5015"
"glossae in porphyrium","W2776","A5015"
"confessio fidei","W2795","A5015"
"chronica isidori (recensio 1)","W2630","A5183"
"chronica isidori (recensio 2)","W2640","A5183"
"origines (etymologiarum)","W2648","A5183"
"differentiarum, sive de proprietate sermonum, liber","W2634","A5183"
"liber subtilitatum diuersarum naturarum creaturarum: liber compositae medicinae","W1767","A5094"
"quaestio viii","W385","A4354"
"quaestiones iii–v: de aeternitate mundi, de causalitate finis, de intellectu agente","W383","A4354"
"quaestio i","W350","A4354"
"quaestio viii","W361","A4354"
"quaestio ii","W374","A4354"
"quaestio viii","W426","A4354"
"peregrinatio ad loca sancta","W2015","A4519"
"codex canonum vetus ecclesiae romanae","W1474","A5317"
"chronicum ad theodorem regem","W1720","A5508"
"jordani de getarum sive gothorum origine et rebus gestis ad castalium","W1738","A5508"
"praedicamenta","W2883","A5469"
"elenchorum sophisticorum / de sophisticis elenchis liber aristotelis latine uersus","W2889","A5469"
"topicorum aristotelis / topica aristotelis latine versa","W2865","A5469"
"in porphyrii isagogen commentarii","W2887","A5469"
"brevis fidei christianae complexio (de fide catholica)","W2885","A5469"
"de differentiis topicis","W2888","A5469"
"liber de persona et duabus naturis contra eutychen et nestorium","W2886","A5469"
"de hebdomadibus","W2870","A5469"
"de consolatione / de consolatione philosophiae","W2895","A5469"
"benedicti regula","W304","A5360"
"de rebus gestis aelfredi","W1788","A5500"
"de trinitate ad fredegisum quaestiones xxviii","W367","A5450"
"'in pater'","W190","A4464"
"de fide sanctae et indiuiduae trinitatis","W352","A5450"
"de laudibus uirginitatis, de laude uirginum","W4079","A5010"
"liber de septenario et de metris, aenigmatibus ac pedum regulis, epistola ad acircium","W4080","A5010"
"de litt., de syll., de metr.","W2447","A4253"
"de metris / ars grammatica","W5112","A4258"
"liber vii","W5388","A4315"
"libri v","W4897","A4315"
"liber xiii","W4892","A4315"
"liber iii","W4896","A4315"
"liber viii","W4905","A4315"
"liber vi","W4889","A4315"
"liber iv","W4893","A4315"
"liber xii","W4898","A4315"
"liber ii","W4901","A4315"
"liber ix","W4902","A4315"
"liber x","W4888","A4315"
"liber xi","W4903","A4315"
"de fabula hoc est de comoedia","W5358","A4429"
"de discernendis conjugationibus / ars de verbo","W3896","A4424"
"ars de barbarismis et metaplasmis","W2532","A5569"
"praeexercitamina rhetorica, de rhetorica","W3385","A4498"
"institutio de arte grammatica","W3400","A4498"
"de arte metrica","W3405","A4498"
"laus serenae","W4104","A4503"
"panegyricus dictus manlio theodoro consuli","W4108","A4503"
"epigrammata","W5061","A4489"
"libri de poetis fragmenta","W1891","A4532"
"comoediarum palliatarum fragmenta","W3006","A4507"
"de scauri at palladii libris excerpta","W3386","A4530"
"de opsoniis et condimentis","W2387","A4543"
"de antiquitate uerborum","W2436","A4584"
"milesiarum latine uersarum fragmenta","W614","A4572"
"saturae fragmentum","W437","A4592"
"historiarum fragmenta","W645","A4572"
"schemata dianoeas et lexeos","W1375","A4568"
"conpositiones","W1477","A4555"
"comoediarum palliatarum fragmenta","W1519","A4585"
"tragoediarum fragmenta","W2445","A4584"
"comoediarum togatarum fragmenta","W3277","A4616"
"praetextarum fragmenta","W4030","A4573"
"tragoediarum fragmenta","W4037","A4573"
"de proportione","W5214","A4553"
"liber de munitionibus castrorum (uel liber de metatione castrorum)","W346","A4606"
"iliados translationis fragmenta","W1480","A4567"
"comoediarum fragmenta","W1578","A4575"
"praetextarum fragmenta","W1604","A4575"
"tragoediarum fragmenta","W1612","A4575"
"mimorum fragmenta","W1944","A4620"
"tragoediarum fragmenta","W2451","A4613"
"odusia","W2500","A4613"
"distributio","W2525","A4610"
"comoediarum fragmenta","W3815","A4649"
"thensauri palliatae fragmentum","W3805","A4625"
"liber viii caesaris commentariorum belli gallici","W149","A4622"
"epistulae ad amicos","W825","A4605"
"epistulae ad aurelium","W826","A4605"
"cathemerina","W2842","A4609"
"diptychon (dittochaeon/ dittochaeum)","W2832","A4609"
"hamartigenia","W2845","A4609"
"operis historici fragmenta codice rescripto seruata","W4317","A4617"
"praetextarum fragmenta","W5233","A4631"
"saturarum fragmenta","W5234","A4631"
"epitoma operis de uerborum significatu uerrii flacci","W150","A4628"
"tragoediarum fragmenta","W581","A4631"
"fragmenta uaria","W627","A4631"
"fragmenta incertorum operum","W631","A4631"
"comoediarum palliatarum fragmenta","W637","A4631"
"commentariolum petitionis  , de petitione consulatus","W1243","A4668"
"carminum fragmenta","W1591","A4653"
"carminis de rerum natura fragmenta","W2399","A4623"
"librorum de bello punico secundo fragmenta","W2591","A4675"
"annalium fragmenta","W2784","A4621"
"historia alexandri magni , de gestis alexandri magni regis macedonum","W3812","A4602"
"de aquaeductu urbis romae , de aquae ductibus urbis romae","W3944","A4597"
"strategematicon libri quattuor","W3957","A4597"
"belli punici historiarum fragmenta","W5345","A4641"
"comoediarum togatarum fragmenta","W362","A4673"
"comoediarum fragmenta","W1484","A4661"
"comoediarum togatarum fragmenta","W1520","A4667"
"carminum fragmentum (apud nonium seruatum)","W1533","A4667"
"expositio et ratio omnium formarum","W1655","A4647"
"atellanarum fragmentum (apud varronem seruatum)","W1855","A4651"
"tragoediarum fragmenta","W1861","A4671"
"carminum (sc. sententiarum) fragmenta","W1919","A4682"
"comoediarum palliatarum fragmenta","W3161","A4665"
"comoediarum fragmenta","W3539","A4658"
"fragmentum libri de metris sub nomine atilii fortunatiani traditum","W4016","A4680"
"bucolica","W4044","A910"
"commentarii belli ciuilis , commentarii de bello civili, de bello civili","W4412","A4644"
"de analogia ad m. tullium ciceronem","W4391","A4644"
"commentarii belli gallici","W4398","A4644"
"contra c. antonium et l. catilinam competitores","W4815","A4670"
"praetextarum fragmenta","W194","A4664"
"tragoediarum fragmenta","W222","A4664"
"regula orientalis","W1386","A4836"
"de morte claudii, ludus de morte claudii","W1640","A4655"
"carminum fragmenta","W195","A4664"
"aeneid","W3809","A4830"
"bucolica","W3894","A4830"
"de re militari / epitoma rei militaris","W4376","A4794"
"de arte veterinaria sive de mulomedicina","W4370","A4794"
"heautontimorumenos","W5332","A4793"
"germania","W4943","A4796"
"de mirabilis mundi","W1706","A4801"
"de finalibus ad aquilinum","W4268","A4777"
"de metris horatii ad fortunatianum","W4245","A4777"
"commentarius in uergilii georgicon libros ('seruius auctus')","W4292","A4777"
"de centum metris ad albinum","W4293","A4777"
"commentarius in uergilii aeneidos libros ('seruius auctus')","W4246","A4777"
"commentarius in uergilii bucolicon librum ('seruius auctus')","W4253","A4777"
"de coniuratione catilinae , bellum catilinae","W588","A5543"
"historiarum reliquiae","W591","A5543"
"de bello iugurthino","W636","A5543"
"de providentia","W2907","A4789"
"declamationes pseudo-quintilianeae (maiores)","W1131","A5545"
"de duodecim abusionibus saeculi tractatus","W2713","A4884"
"responsiones ad capitula objectionum gallorum calumniantium","W3343","A4899"
"epistulae ad rufinum: de gratia dei et libero voluntatis arbitrio","W3363","A4899"
"admonitio in librum de haeresibus","W3860","A4760"
"fragmentum in phoebadii aginnensis 'contra arrianos' seruatum","W3497","A4887"
"carmina","W413","A4902"
"commentariorum super apocalypsim beati joannis liber quinque","W1851","A4875"
"chronicum integrum in dua partes distributum","W3329","A4899"
"epistola ad perpetuum episcopum","W321","A4871"
"carmina","W2496","A4886"
"epistola ad milites corotici","W4179","A5533"
"mimorum fragmenta","W1933","A4915"
"de arte poetica","W745","A4876"
"de medicina ex pomis","W2833","A4890"
"historia sacra","W3734","A4934"
"de origine gentis romanae","W4451","A4936"
"de caesaribus","W4485","A4936"
"saturae","W4826","A4876"
"epistulae","W4818","A5522"
"de uiris illustribus , liber de excellentibus ducibus exterarum gentium","W686","A5005"
"homiliae in quatuor classes distributae","W3553","A5098"
"spectaculorum liber","W2487","A5133"
"de trinitate hymni","W2910","A5127"
"post reditum ad quirites, cum populo gratias egit","W3091","A5129"
"cum senatui gratias egit","W3099","A5129"
"in m. antonium philippicae","W3109","A5129"
"de imperio cn. pompeii ad quirites","W3112","A5129"
"de finibus bonorum et malorum","W5327","A5129"
